r_e_calculated nPrimVtx avgMu clusterE clusterPt clusterPhi cluster_MASS cluster_sumCellE cluster_time cluster_fracE cluster_PTD cluster_ISOLATION cluster_FIRST_ETA cluster_FIRST_PHI cluster_FIRST_ENG_DENS cluster_SECOND_TIME cluster_SECOND_R cluster_SECOND_LAMBDA cluster_SECOND_ENG_DENS cluster_CENTER_LAMBDA cluster_CENTER_MAG cluster_CENTER_X cluster_CENTER_Y cluster_CENTER_Z cluster_ENG_BAD_CELLS cluster_ENG_BAD_HV_CELLS cluster_ENG_FRAC_EM cluster_ENG_FRAC_MAX cluster_ENG_FRAC_CORE cluster_ENG_POS cluster_DELTA_THETA cluster_DELTA_PHI cluster_CELL_SIGNIFICANCE cluster_CELL_SIG_SAMPLING cluster_N_BAD_CELLS cluster_BAD_CELLS_CORR_E cluster_LONGITUDINAL cluster_LATERAL cluster_SIGNIFICANCE nCluster cluster_N_BAD_HV_CELLS cluster_nCells cluster_nCells_tot r_e_predec cluster_ENG_CALIB_TOT cluster_ENG_TOT_frompred clusterECalib
1.0125118 21 44.5 10.105856 10.094345 -2.1524653 1.7496328 15.685124 1.6786278 0.00019799436 0.27766204 0.5701698 -0.05374165 -2.1576917 2.8843083e-08 12.625175 194525.7 91633.66 1.6586752e-15 1226.6606 2702.3896 -1497.0281 -2244.8997 -149.14133 0.0 0.0 0.017204735 0.14796682 0.2799135 10.985815 -0.14805986 -0.06917326 14.941015 13.0 0.0 0.0 0.8314951 0.8093686 11.311368 9 0.0 64 98 0.7977178 9.980975 12.66845994911985 10.106061
1.021515 26 29.5 8.445439 4.6335115 -2.1451309 0.5711262 18.098854 3.9762278 2.4610847e-05 0.22397426 0.31160268 1.2109005 -2.1502645 1.5154603e-07 46.523094 66375.89 718785.6 5.4478743e-14 954.0427 3792.231 -1120.7434 -1753.3005 3170.3135 0.0 2.4307022 0.41289544 0.13608892 0.41576478 8.998305 -0.08192947 -0.15876764 6.8185015 0.0 0.0 0.0 0.9140076 0.7651462 5.890566 15 2.0 102 136 1.0078984 8.267563 8.379256282180824 8.446091
1.0005618 28 40.5 39.997704 12.692249 -1.5643451 0.64382637 54.321056 0.407035 8.1013684e-05 0.20036751 0.5408071 -1.8172106 -1.565397 1.17085665e-05 0.7481661 4067.6501 18357.373 2.8925926e-10 171.51035 4125.9487 7.6304493 -1305.9436 -3913.8098 0.0 0.0 0.95964503 0.10813288 0.21274377 41.000713 -0.0021767751 -0.2479643 49.58308 5.0 0.0 0.0 0.8984333 0.9281255 36.439953 16 0.0 117 159 0.9833755 39.975243 40.67388703501359 40.002262
0.9949824 20 24.500002 7.0217023 4.861393 0.41125968 0.15143558 11.248914 1.27629 7.1695395e-05 0.35890448 0.33235067 0.91084695 0.4108211 1.0579348e-06 3.2100945 2177.518 30093.648 1.899993e-12 240.11221 2396.8987 1521.7152 661.32007 1729.7867 0.0 1.8978518 0.82365805 0.2851444 0.49435169 7.0846415 0.002655804 0.2008725 26.201616 2.0 0.0 0.0 0.7519212 0.7509731 16.854177 12 3.0 52 61 1.0681636 7.0571117 6.573620651368386 7.0246677
0.98880285 25 50.5 5.0813546 4.1008067 0.42470837 0.1921648 6.181015 -0.41700178 3.8174763e-05 0.2975343 0.31428334 -0.68039155 0.42420763 1.7997681e-06 3.507794 3159.5984 19486.924 6.1910308e-12 192.6286 2034.8846 1495.997 672.3457 -1204.4502 0.0 0.46680236 0.9414769 0.20109272 0.3511766 5.3113165 0.0010225148 0.4104507 22.9963 1.0 0.0 0.0 0.77593124 0.85062504 12.826656 11 2.0 55 73 0.9639078 5.1388955 5.2716189245485925 5.0828433
0.98444206 27 28.5 6.559712 6.5554347 -2.0719461 0.28517863 8.629278 -0.27286503 0.00014204855 0.31627733 0.5984609 0.037040357 -2.071909 1.4630173e-06 0.26696756 4303.9053 12043.011 3.6870095e-12 230.6541 1722.3044 -825.94025 -1509.9766 64.23405 0.0 0.054525416 0.9947423 0.20283887 0.28205302 7.014393 0.06706799 -0.3081217 24.890018 2.0 0.0 0.0 0.73699427 0.8649472 14.841858 9 3.0 74 102 0.9312298 6.6633806 7.044138836622282 6.560167
0.9982299 17 31.499998 8.335217 7.484711 -1.5069606 0.3777397 10.559331 1.625063 4.45114e-05 0.21149094 0.14751561 0.4745896 -1.5066429 9.835799e-07 3.0558054 8717.352 119822.65 2.2007903e-12 317.69153 2006.9528 116.11726 -1800.1644 879.65015 0.0 0.072920114 0.8644579 0.09733093 0.27171275 8.616772 -0.119265586 0.028340459 18.779696 1.0 0.0 0.0 0.6403098 0.9664199 14.981563 15 1.0 78 100 0.85831076 8.3499975 9.711187821995848 8.332586
1.0137225 28 47.5 5.366172 2.0722778 0.41757545 0.096151724 12.149557 0.07048011 0.0001097936 0.3425765 0.950243 1.6077613 0.4171058 1.2310763e-06 3.8291354 4387.2646 7602.9995 2.4813775e-12 268.50974 4319.0312 1521.3387 674.2139 3985.5984 0.0 0.0 0.99146515 0.26517037 0.30999988 6.203876 -0.0969876 0.5623885 18.462225 6.0 0.0 0.0 0.6406052 0.85301346 9.407287 8 0.0 51 82 0.9498263 5.2935314 5.649635096438159 5.3660107
0.9962281 25 48.5 5.27149 3.5300634 -0.7384922 0.1573896 9.840936 3.0693526 1.6466625e-05 0.20345946 0.24691033 -0.9550024 -0.7384214 4.842848e-07 7.4069915 4763.6733 26213.412 5.88313e-13 226.94019 2460.3928 1218.948 -1110.3406 -1826.1552 0.0 1.5873741 0.8840563 0.11324177 0.20633078 5.517469 -0.01947919 0.14128666 13.668984 1.0 0.0 0.0 0.9120195 0.867854 9.853086 19 5.0 68 88 0.90743494 5.291449 5.809220879240113 5.2712355
1.030036 20 31.499998 5.7283335 2.3255398 -1.320271 0.06851346 10.443406 0.44193393 0.0002482995 0.34516048 0.97482944 1.550336 -1.3177912 2.7073331e-06 1.9340755 2495.1904 18722.871 1.4134386e-11 203.66283 4298.253 437.2601 -1689.4343 3928.0522 0.0 0.0 0.9770057 0.24369866 0.40069968 6.254 -0.07862229 -0.49000114 22.34345 5.0 0.0 0.0 0.78792274 0.776004 9.104977 3 0.0 35 52 0.97936386 5.5612946 5.849035005232887 5.7285705
0.9904729 18 32.5 17.002016 7.901129 -1.399987 0.2957356 27.099586 0.08912316 0.00018471458 0.3381833 0.64504594 1.4001653 -1.3991119 4.0493896e-06 2.4996638 2919.5642 38883.797 2.5196801e-11 618.3593 3572.4233 283.5978 -1635.0198 3163.6199 0.0 3.1884632 0.99191487 0.23775558 0.28388354 17.595835 0.2260428 -0.13121359 53.55021 2.0 0.0 0.0 0.9030913 0.8014236 22.8617 11 8.0 55 77 0.923195 17.165554 18.41649489002865 16.997526
0.99520785 22 29.5 8.477639 3.412001 -2.0154674 0.35549435 19.196293 -0.31440684 9.995249e-05 0.34733656 0.4511342 1.5569528 -2.0104082 1.2692247e-07 1.7003527 35929.605 471244.88 2.8165141e-14 1178.3219 5242.9106 -902.8989 -1916.6973 4795.7437 0.0 0.0 0.1334506 0.2319702 0.51053625 9.671516 -0.06108507 0.05450056 12.781653 18.0 0.0 0.0 0.6694941 0.9278646 6.244885 10 0.0 53 80 0.7805214 8.518461 10.861507448738752 8.478533
0.9714579 15 26.5 6.2095857 5.316609 -1.0655049 0.1962999 9.164007 -0.0047652777 0.00012066512 0.27600086 0.32069555 -0.5718579 -1.064274 8.028941e-07 5.401641 3169.8286 16073.781 8.70989e-13 255.0347 1985.0428 824.02484 -1485.7802 -1026.565 0.0 0.48691255 0.9714701 0.15672079 0.2118201 6.5312924 -0.14471182 0.037750427 15.342292 2.0 0.0 0.0 0.8360958 0.86264044 14.794178 12 3.0 72 95 0.86631113 6.3920274 7.167847075911399 6.209578
1.003785 6 15.5 22.979958 22.237707 0.43552837 2.3072226 29.882069 0.55398566 0.00017535445 0.2631246 0.45211878 -0.2568758 0.43375444 2.0012364e-07 1.7145967 66056.266 242892.5 1.01718106e-13 936.9066 2455.5413 2160.8318 990.4306 -616.06525 0.0 0.49322003 0.27698553 0.12690893 0.27771503 23.494373 -0.10247875 0.010873917 24.986609 13.0 0.0 0.0 0.9835213 0.7149429 28.579012 5 3.0 141 188 0.82588905 22.893305 27.82450984184861 22.983423
0.9988329 24 24.500002 17.209396 16.161009 2.5440838 1.5420957 25.24351 -0.1359107 0.00010062227 0.13350753 0.69656754 -0.35929182 2.5427358 1.5283787e-06 6.57724 21996.836 15735.41 6.179659e-12 135.54846 1732.3344 -1343.5815 915.3441 -598.26086 0.0 2.2011409 0.89315724 0.06447465 0.14570658 18.377102 0.13052027 -0.454972 32.433403 1.0 0.0 0.0 0.92648196 0.981204 24.388615 8 13.0 175 245 1.0550221 17.229506 16.311881997542994 17.203783
1.0044403 28 45.5 8.904557 3.52758 2.1075273 0.13811213 12.591787 0.46361125 2.1082391e-05 0.2505358 0.11047348 1.5771357 2.1072252 3.2727062e-06 2.048083 4249.756 23860.244 2.8873366e-11 190.99445 4272.6104 -864.3194 1456.0458 3922.765 0.0 0.0 0.9039096 0.15286641 0.37497526 8.954707 -0.020530602 0.13618046 24.957897 5.0 0.0 0.0 0.8916203 0.9118745 17.29467 27 0.0 49 57 1.0099255 8.865193 8.817043435382114 8.906694
1.0149553 32 67.50001 9.71197 7.3045483 -1.9768591 0.9817045 16.9981 0.057666104 0.00026584096 0.14732876 0.66846615 -0.79267067 -1.978781 7.0480013e-07 4.2718015 37409.5 29892.72 1.7730166e-12 173.22325 2178.936 -648.1985 -1497.7881 -1443.6871 0.0 3.597785 0.8482875 0.05581589 0.17336744 11.018359 0.26394492 -0.828921 21.601889 1.0 0.0 0.0 0.9602595 0.9193582 12.912302 8 38.0 134 185 1.1129512 9.568865 8.726321513467978 9.711431
1.014231 17 24.500002 14.285344 14.117072 2.4872868 1.5816393 25.973267 -0.30793202 0.000330353 0.33327737 0.8036066 0.15431681 2.4918165 3.2107909e-07 17.26637 72139.78 116529.25 5.4993895e-13 943.1659 2451.8503 -1926.8196 1469.736 372.5748 0.0 0.02199198 0.17910114 0.2734603 0.4212685 15.02848 -0.06400558 0.13922472 36.32678 3.0 0.0 0.0 0.9688853 0.9371282 16.042307 5 1.0 91 131 0.8254132 14.084903 17.306900350030748 14.28348
0.9735197 29 46.500004 5.374801 4.4946094 -2.8414202 0.41528273 8.389033 -0.27524102 0.00013854187 0.21835038 0.7611381 0.6154876 -2.8461957 1.0744758e-06 2.9638855 17743.375 19959.434 2.3992186e-12 122.649864 1919.7421 -1534.9762 -466.16293 1054.4901 0.0 1.2510835 0.82275414 0.11775084 0.29707152 6.0594025 0.009523984 -0.06538034 16.55004 1.0 0.0 0.0 0.81102324 0.8945257 10.925797 6 5.0 63 88 1.1765395 5.520999 4.568313261050734 5.37458
0.990788 27 37.499996 16.70543 6.063801 2.6007133 0.3638155 26.730625 -2.0119944 1.8758034e-05 0.40035304 0.4668481 1.6722178 2.6045017 1.1409215e-06 2.3232722 9050.966 187662.94 4.9291717e-12 659.3136 4667.849 -1454.8455 867.09106 4349.758 0.0 0.0 0.29356408 0.32983303 0.6402214 17.63438 -0.053335972 0.01621858 12.656904 5.0 0.0 0.0 0.60811394 0.91204304 8.370478 8 0.0 105 135 0.77100545 16.86075 21.667071224982912 16.704433
1.0265639 27 40.5 6.2845473 5.7571297 0.33566108 0.20796315 9.274899 -1.0417782 0.00017865228 0.279348 0.52690727 0.42421836 0.33516937 8.147278e-07 1.0846301 3439.484 9583.91 9.720145e-13 310.03354 1930.5759 1670.4208 581.6446 773.6325 0.0 0.18353842 0.99178976 0.17819151 0.26546493 6.7173986 0.09028697 -0.04802642 18.916044 2.0 0.0 0.0 0.75273037 0.86703855 15.169331 10 2.0 53 76 0.86791897 6.121925 7.240937826258135 6.2845073
0.99458086 22 32.5 7.764292 2.3024716 -2.906985 0.097185805 9.95255 -0.12426138 1.782832e-05 0.2697966 0.44308636 -1.8859955 -2.906146 8.15823e-06 1.3887316 2358.9949 11972.824 1.5489782e-10 132.47208 4058.6187 -1169.548 -280.35995 -3876.331 0.0 0.0 1.0 0.1782702 0.26115686 7.8288965 0.028995864 0.4892801 25.484745 5.0 0.0 0.0 0.7626516 0.8311901 12.207483 16 0.0 49 54 1.0062658 7.8065968 7.715945429130157 7.7656274
0.998645 19 38.5 32.13561 30.918518 0.57177997 1.6029472 38.19846 -0.0085433535 0.00017417187 0.26431096 0.28363454 -0.28049052 0.5740962 4.2325564e-06 0.44173515 6439.6704 11304.254 2.6259219e-11 233.11446 1772.9508 1431.3984 926.73157 -485.4086 0.0 1.4081202 0.97599304 0.15363105 0.2021378 32.973892 -0.12634687 -0.25492844 86.07324 2.0 0.0 0.0 0.7926918 0.93274456 59.4576 18 8.0 124 160 0.9566703 32.17921 33.59110238919302 32.13478
1.0104257 39 49.500004 13.755734 12.088991 -2.4864113 0.75299823 23.964638 0.2820877 5.434316e-05 0.41129115 0.45059016 -0.5204002 -2.4863517 5.765205e-07 1.5661774 22128.273 119828.28 9.017145e-13 901.52765 2532.1248 -1761.9462 -1355.0723 -1212.8401 -0.0049512833 0.08173012 0.36292332 0.3370285 0.50097936 14.2330885 -0.1321119 0.10863668 38.97802 3.0 1.0 -4.9512835 0.7038987 0.6816048 21.285698 7 1.0 56 87 0.841785 13.613801 16.34114886817893 13.755189
1.0143106 23 43.499996 9.1662245 2.3045845 -1.5530417 0.10310865 15.243463 0.19229968 1.2507404e-05 0.2667486 0.5724901 -2.0586755 -1.5483367 5.132714e-06 0.38515845 1391.2032 12410.205 4.3640622e-11 198.08305 4065.5657 22.237331 -1021.32605 -3935.1267 0.0 0.0 1.0 0.18793592 0.2836997 9.792417 0.12362852 0.43992296 16.170996 6.0 0.0 0.0 0.7992515 0.74178714 11.60881 13 0.0 47 70 0.8952713 9.036901 10.238488042674886 9.1630535
0.9993758 11 18.5 6.9618144 1.7266171 0.5204788 0.06485957 16.810022 1.4487922 9.451685e-05 0.31466112 0.8656237 2.0676284 0.516812 4.1713997e-06 0.025534386 1289.854 4107.5005 2.6997465e-11 270.02994 4103.4043 888.4318 504.85464 3974.1335 0.0 0.0 1.0 0.1990877 0.22906081 8.131607 -0.3332821 0.09394218 13.931909 6.0 0.0 0.0 0.52893245 0.67225975 9.005459 9 0.0 42 57 0.9071351 6.9661627 7.674506696962779 6.9602146
1.2461926 12 30.500002 9.730689 6.2433543 2.87759 0.20540403 17.908625 -0.39847693 0.000192014 0.2606235 0.59165627 1.0130012 2.878959 1.353393e-06 4.086199 2087.8496 40007.434 3.7579267e-12 155.94276 2492.8848 -1543.7217 417.24304 1912.4086 0.0 2.845818 0.72756696 0.16287452 0.3629224 10.077247 -0.014758209 0.23475169 25.049286 1.0 0.0 0.0 0.8338716 0.81440085 19.602877 11 4.0 57 83 1.1862603 7.8083353 8.202827827922759 7.692124
0.9945219 23 39.5 16.37658 15.355044 2.3049784 1.2692307 23.485481 0.72666353 0.00026825033 0.41123387 0.34835854 -0.36270624 2.3075702 4.8615163e-07 0.34951177 30820.434 176448.52 5.577012e-13 703.95056 2315.0923 -1454.0656 1608.5708 -811.0769 0.0 0.51076555 0.35838848 0.38379443 0.512676 17.27214 0.047120497 -0.008238457 45.374493 12.0 0.0 0.0 0.74766964 0.82541656 22.367792 8 7.0 121 171 0.8724412 16.466785 18.770984222203168 16.37438
0.99796873 19 31.499998 28.250029 27.363462 2.7966738 1.2890986 31.147572 -0.19264942 0.0004145256 0.2959372 0.45522878 -0.25448227 2.7948558 5.0867175e-06 0.39963308 5508.061 12373.578 4.895002e-11 209.69398 1747.6328 -1591.3367 575.8783 -436.1561 0.0 0.87514454 0.97414726 0.2579631 0.32338735 28.920908 -0.12861985 0.1179404 127.21948 2.0 0.0 0.0 0.7696322 0.88981014 51.17979 10 4.0 130 166 1.0006422 28.30753 28.23189847479949 28.247751
0.99128675 17 29.5 6.2748966 3.609094 1.874957 0.17637014 12.116002 0.25759584 2.0933756e-05 0.21326862 0.57988816 1.1522508 1.8780597 4.9144245e-07 6.443349 5166.357 35881.23 3.7409277e-13 336.893 2859.596 -495.93372 1565.5698 2341.0103 0.0 1.0273395 0.9593034 0.14689575 0.21969438 6.819947 0.16278908 0.091145806 12.809603 2.0 0.0 0.0 0.94274586 0.9139802 9.909872 17 4.0 93 122 0.8556768 6.330052 7.333255500207555 6.2757325
0.9675452 25 45.5 5.8018355 5.4535503 2.3005965 0.8302207 11.266592 -0.2526133 0.00013399168 0.16655803 0.9258452 -0.35490444 2.3035507 1.0447823e-06 9.112913 42227.39 13009.274 2.0347517e-12 75.425125 1666.526 -1043.7662 1166.3632 -572.2397 0.0 1.6373339 0.76496166 0.07158451 0.16701765 6.9620643 0.016143488 -0.33833298 13.161642 1.0 0.0 0.0 0.9088475 0.86826664 11.447346 7 7.0 84 123 1.2989795 5.996449 4.466456553009498 5.803006
1.0036657 15 15.5 12.966185 3.1902752 -3.0671477 0.1967454 19.832 0.57178557 4.732433e-05 0.23608547 0.5740946 2.0803807 -3.05602 7.708722e-06 3.7891665 3117.6038 10768.047 1.04299e-10 149.01068 4014.3972 -982.43494 -84.5302 3891.4084 0.0 0.0 1.0 0.16170415 0.24503373 13.874126 -0.05061791 -0.20890954 19.307081 6.0 0.0 0.0 0.78205264 0.83432657 14.105117 9 0.0 69 87 1.0041026 12.918828 12.91320727583018 12.968565
0.9813504 14 32.5 6.259021 6.111151 0.84027237 0.23979853 7.6795654 0.005611323 8.647096e-05 0.2534211 0.39017618 -0.21873961 0.83467025 1.8360834e-06 5.317972 3056.4788 14777.121 6.8960246e-12 150.43544 1683.8418 1105.1898 1217.499 -362.73242 0.0 0.38069326 0.9836697 0.17752732 0.30097258 6.5894904 0.066455185 0.17831863 26.611172 1.0 0.0 0.0 0.7777499 0.87257594 16.726332 13 3.0 72 92 0.96816725 6.3779674 6.464813801541004 6.257681
0.9981409 26 50.5 5.0983644 2.7512856 -2.0936086 0.1296673 13.532425 0.3183703 6.308277e-05 0.27234823 0.61286074 -1.227013 -2.0893168 8.5024976e-07 5.8247976 3103.1702 163842.1 1.7494204e-12 225.62917 3026.1719 -805.1735 -1419.8729 -2548.2097 0.0 1.8292562 0.68756235 0.18648703 0.45242444 6.1611247 0.0598963 -0.195326 19.331963 1.0 0.0 0.0 0.97877264 0.85547394 5.244251 11 5.0 64 98 1.0829765 5.1078606 4.707733177959079 5.1012383
0.9965419 20 35.5 7.7119794 2.3094683 1.3574001 0.10932008 9.866006 0.053921774 7.068665e-05 0.26830688 0.23823354 -1.8755221 1.359026 6.502413e-06 1.9862809 3074.123 10253.086 7.149667e-11 122.03929 4051.4229 254.82172 1185.3184 -3865.7617 0.0 0.0 1.0 0.15007745 0.25498313 7.9151196 0.04318114 -0.5136571 14.980423 5.0 0.0 0.0 0.6479104 0.87994605 13.747462 14 0.0 42 56 0.9508106 7.7387404 8.110952275879129 7.7070866
1.0080953 16 24.500002 20.21626 7.1474066 1.1130607 0.3628428 29.19487 0.29426327 2.4839763e-05 0.18429789 0.2583829 -1.7014667 1.1111654 5.3606013e-06 5.130436 5667.12 58689.555 7.2366536e-11 205.05502 4212.497 659.0181 1333.419 -3941.1702 0.0 0.0 0.8023666 0.09510661 0.2586534 20.568018 0.022498194 -0.08779896 29.682877 5.0 0.0 0.0 0.9728268 0.8604791 12.63502 9 0.0 96 111 1.0119928 20.053919 19.97668362857917 20.214401
0.99267256 19 36.5 11.130636 2.681809 -2.3373241 0.1272066 14.120326 0.46509793 0.00011297682 0.25211167 0.40201214 -2.1014144 -2.3390315 1.1149989e-05 0.3006488 1942.2524 9407.247 2.2966895e-10 116.134026 3977.2058 -665.6124 -688.50366 -3860.1929 0.0 0.0 1.0 0.126489 0.22446637 11.275348 0.10431327 0.63089025 15.890942 5.0 0.0 0.0 0.75862026 0.8207661 15.8013735 16 0.0 47 50 0.9908192 11.212797 11.233771004841246 11.135262
0.99579746 9 22.5 6.3988714 5.6705503 2.106992 0.15863511 9.310143 -0.77076715 3.933323e-05 0.31213346 1.0 0.50141156 2.1068976 1.97883e-06 1.2745099 2137.5942 12454.974 9.267084e-12 207.26495 1895.453 -857.8084 1444.1741 878.2187 0.0 0.16933627 0.9747422 0.18589762 0.33294353 6.704316 0.0017927387 0.10022523 31.888887 1.0 0.0 0.0 0.7519566 0.77280277 16.456856 4 2.0 42 64 0.9583099 6.4258766 6.677246473192023 6.398298
0.9892007 23 32.5 9.568834 7.4626923 -0.4169303 0.6272104 13.577801 -0.4800346 0.00012527111 0.57072204 0.69554514 0.73528564 -0.41809872 3.971933e-08 0.21448228 48225.676 104108.91 2.1593866e-15 2552.6462 3730.6865 2655.5112 -1179.6095 2339.8298 0.0 0.0 0.007296865 0.5417688 0.63726145 10.146354 0.14794093 0.41914645 52.45752 13.0 0.0 0.0 0.78777605 0.8166043 12.43291 14 0.0 41 62 0.7940537 9.673299 12.05061320160085 9.56905
1.0106132 13 27.499998 9.602398 7.6515265 -0.99002886 0.42787185 16.124756 1.8210634 3.671055e-05 0.15923618 0.6441483 -0.6993304 -0.9899332 6.3836427e-07 15.283398 7728.667 55336.89 8.0339105e-13 225.46808 2098.3953 918.5336 -1396.4691 -1268.6344 0.0 1.3384539 0.8482425 0.07277727 0.19422543 10.285214 -0.06513748 -0.10440035 9.808602 2.0 0.0 0.0 0.97315973 0.9724648 14.691408 13 5.0 117 152 1.0155259 9.501555 9.455591432970838 9.605241
1.0159225 14 27.5 8.467415 3.9524982 -0.916224 0.32736024 13.954356 0.29736015 6.272278e-05 0.33371073 0.4533271 -1.3949938 -0.9161302 1.1568281e-06 16.896036 33959.734 301425.38 3.710825e-12 1224.3666 4514.0205 1288.3582 -1668.6437 -3991.509 0.0 1.295859 0.61838555 0.22397308 0.61777526 8.602642 0.044141345 -0.17224619 39.044563 6.0 0.0 0.0 0.98599327 0.95898664 9.611187 12 14.0 42 53 0.9237381 8.334705 9.16646720536914 8.47011
0.9999663 13 32.5 37.287056 25.605711 1.2838769 1.401234 47.469555 0.26961416 0.00015439652 0.3793765 0.47180322 -0.91977614 1.2847357 5.4379457e-06 0.4823301 14991.934 244150.89 5.804964e-11 567.8713 2757.2622 533.6971 1824.0542 -1997.6207 0.0 0.1338609 0.79132223 0.29585838 0.47876802 38.35697 0.033365242 -0.08819791 154.88379 2.0 0.0 0.0 0.97688395 0.948699 23.023396 17 3.0 136 193 1.0072339 37.28831 37.01926235802826 37.292
1.0132382 9 31.499998 6.626818 5.781806 1.9570119 0.5529173 9.249765 0.28803042 0.00020694372 0.1970089 0.50325847 -0.5350089 1.9509289 1.191757e-06 2.9417267 17170.918 17443.86 2.5407237e-12 133.04698 1851.5815 -600.45496 1497.7406 -908.0646 0.0 1.4120897 0.88681555 0.13410135 0.2269978 7.632953 0.09650389 -0.6232525 15.60704 2.0 0.0 0.0 0.8204234 0.9080598 11.571296 7 10.0 83 114 1.0116259 6.5402374 6.550660674069337 6.628884
0.97610617 32 54.5 7.665752 3.4741933 1.9935898 0.32286724 15.711627 0.14061113 5.0422153e-05 0.3464059 0.033857863 -1.4277834 1.9962084 2.4125482e-06 1.5388806 18169.314 161030.89 1.043568e-11 541.94073 3780.3372 -696.8412 1559.383 -3372.4895 0.0 7.082538 0.9997277 0.21063939 0.45525688 8.209303 -0.03991595 0.34357762 36.45271 1.0 0.0 0.0 0.965446 0.9204934 11.139868 18 22.0 33 47 0.9311105 7.8533998 8.232913279358359 7.6628075
1.0208046 13 31.499998 7.3037047 4.1517687 -0.7672346 0.10507535 8.955049 0.4583148 8.636044e-05 0.35258144 0.0011577294 1.1650126 -0.76707774 1.3583135e-06 2.13845 1230.9614 18611.615 2.6538639e-12 268.1593 2901.9165 1186.8339 -1145.5981 2387.4988 0.0 0.0 1.0 0.29521072 0.33305207 7.3824744 -0.021670211 0.33102313 27.866314 2.0 0.0 0.0 0.80235684 0.61039627 22.35303 8 0.0 36 41 0.94024545 7.1548505 7.767870293868478 7.3061714
0.99434656 26 43.499996 12.772774 9.517304 -2.4692492 0.47318226 16.444515 -0.020760247 0.00035665286 0.23960555 0.71010053 0.80613965 -2.4693305 1.492091e-06 4.514701 6230.151 18833.5 4.3148796e-12 209.8345 2219.422 -1293.0657 -1028.508 1481.8862 0.0 1.1254591 0.9264471 0.18018883 0.2545637 13.290251 0.002094394 0.2892656 34.426994 2.0 0.0 0.0 0.77892876 0.9258556 22.37476 4 16.0 109 146 1.0237036 12.845394 12.477023622853334 12.770878
1.0055734 10 18.5 6.88798 6.6704946 1.0884411 0.6286279 11.481522 -1.9120167 5.7845016e-05 0.16863903 0.82351446 0.25355276 1.0832573 7.747409e-07 26.82373 19999.3 16269.198 1.2686013e-12 174.05554 1718.6241 777.635 1471.59 428.22354 0.0 0.45514855 0.94533867 0.08160011 0.16258875 7.7053857 -0.019184053 -0.6713949 13.453372 1.0 0.0 0.0 0.90482724 0.9857111 11.935523 15 6.0 110 156 1.0364202 6.849803 6.645933763158997 6.888584
1.0175792 31 56.499996 9.0515175 7.5674124 -1.2803789 1.2048086 15.088714 -2.5214057 0.00022252752 0.18283004 0.63824 0.6139866 -1.2882708 8.30192e-07 17.919748 45192.008 14194.415 1.3944845e-12 196.20607 1980.3689 456.56293 -1590.4811 1088.0171 0.0 1.4523698 0.9147641 0.13574734 0.1950911 11.333041 0.010692888 -0.36210623 22.726355 2.0 0.0 0.0 0.8869876 0.8718249 11.870367 4 11.0 137 222 1.119783 8.895148 8.083278188720493 9.052214
0.9904989 15 22.5 10.387773 10.223902 1.3208447 0.5563926 11.5943 -0.15257506 0.00013079685 0.29768616 0.69623363 -0.17914979 1.3182542 5.1178085e-06 0.8708154 5104.361 14688.974 5.6479977e-11 143.37598 1655.7646 409.3542 1577.1914 -294.02908 0.0 0.47482324 0.9693713 0.21289793 0.37559855 10.93375 -0.058621764 0.31567478 66.38592 1.0 0.0 0.0 0.6312068 0.8985541 21.202604 7 7.0 85 112 1.026761 10.487414 10.117031129931892 10.387251
0.9993405 6 14.5 6.890638 5.602779 2.2311015 0.486567 8.962148 1.1656798 2.3720975e-05 0.24448512 0.6341768 0.6647769 2.2286463 1.8876932e-06 1.1253557 16987.43 16340.915 8.472896e-12 144.97948 1989.6243 -988.5307 1279.4264 1159.5171 0.0 0.49076283 0.9326913 0.17744346 0.32356942 7.2912235 -0.019394638 0.053466495 31.252527 1.0 0.0 0.0 0.76504374 0.973646 13.633563 23 4.0 80 101 1.0003918 6.8951855 6.887939305380152 6.891385
1.0067146 28 50.5 12.80877 8.756198 2.4210281 0.65196323 20.304949 -1.3627138 0.00028065388 0.20849407 0.63595605 0.9273317 2.4177136 1.1530412e-06 5.910942 9098.605 47284.94 3.734515e-12 343.82526 2440.9722 -1249.061 1104.4424 1782.8064 0.0 1.3213753 0.9349022 0.14064083 0.24384113 14.302634 0.22721797 0.18353961 35.152287 1.0 0.0 0.0 0.94612825 0.956263 15.594388 8 9.0 165 233 0.9637373 12.723338 13.290727670289405 12.811873
1.0238653 28 39.5 5.0968575 4.8897057 1.9004198 0.29859838 7.924821 -0.81843853 4.8382044e-05 0.21578088 0.6403095 -0.28895888 1.899263 7.3939356e-07 24.040627 8799.239 10944.724 1.0394785e-12 192.33728 1750.5066 -542.0251 1590.0593 -492.13162 0.0 0.10684908 0.9823306 0.13938439 0.21029866 5.7624536 0.15743822 0.28311694 13.647107 2.0 0.0 0.0 0.81832117 0.9622513 11.494877 13 3.0 72 110 0.98130506 4.9780545 5.193958237614712 5.095543
